DELIVERY_START'load_forecast'coal_power_available'gas_power_available'nucelear_power_available'wind_power_forecasts_average'solar_power_forecasts_average'wind_power_forecasts_std'solar_power_forecasts_std
2022-01-02 16:00:00+01:00'47677.0'3386.0'11487.0'45326.0'10622.0'661.0'290.3893759808371'12.44186481199662
2022-01-02 17:00:00+01:00'51240.0'3386.0'11487.0'45943.0'11091.0'96.0'264.6213227320209'5.468234386123853
2022-01-02 18:00:00+01:00'55291.0'3386.0'11487.0'47773.0'11565.0'0.0'234.3010409233767'0.0
2022-01-02 19:00:00+01:00'56516.0'3386.0'11487.0'47773.0'11836.0'0.0'199.348277429943'0.0
2022-01-02 20:00:00+01:00'54750.0'3386.0'11487.0'47773.0'11916.0'0.0'180.7081023473158'0.0
2022-01-02 21:00:00+01:00'52825.0'3386.0'11487.0'47773.0'11897.0'0.0'160.8479588711536'0.0
2022-01-02 22:00:00+01:00'53047.0'3386.0'11487.0'47773.0'11733.0'0.0'165.6537697384872'0.0
2022-01-02 23:00:00+01:00'54006.0'3386.0'11487.0'47773.0'11422.0'0.0'208.5203865028583'0.0
2022-01-03 00:00:00+01:00'52467.0'3386.0'11487.0'47773.0'11056.0'0.0'58.53028376530413'0.0
2022-01-03 01:00:00+01:00'50199.0'3386.0'11487.0'47773.0'10671.0'0.0'53.75267131224754'0.0
2022-01-03 02:00:00+01:00'49071.0'3386.0'11487.0'47773.0'10254.0'0.0'31.98575050384327'0.0
2022-01-03 03:00:00+01:00'47199.0'3386.0'11487.0'47773.0'9878.0'0.0'38.57189196387946'0.0
2022-01-03 04:00:00+01:00'46785.0'3386.0'11487.0'47773.0'9593.0'0.0'59.31947954588612'0.0
2022-01-03 05:00:00+01:00'49435.0'3386.0'11487.0'47773.0'9319.0'0.0'102.3787023399426'0.0
2022-01-03 06:00:00+01:00'54844.0'3386.0'11487.0'47773.0'9041.0'0.0'148.6774923518223'0.0
2022-01-03 07:00:00+01:00'60014.0'3386.0'11487.0'47773.0'8773.0'0.0'180.0261418925209'0.0
2022-01-03 08:00:00+01:00'62576.0'3386.0'11487.0'47773.0'8537.0'138.0'152.8084366147811'2.249182858153535
2022-01-03 09:00:00+01:00'63406.0'3386.0'11487.0'47773.0'8457.0'699.0'114.7381360720188'4.335972047277435
2022-01-03 10:00:00+01:00'63526.0'3386.0'11487.0'47773.0'8652.0'1650.0'80.74815605252145'11.26159533155787
2022-01-03 11:00:00+01:00'63663.0'3386.0'11487.0'47773.0'8945.0'2593.0'68.1753793751174'24.42549027478029
2022-01-03 12:00:00+01:00'63844.0'3386.0'11487.0'47773.0'8958.0'3083.0'91.08367194024288'33.29723535600141
2022-01-03 13:00:00+01:00'62428.0'3386.0'11487.0'47773.0'8667.0'3121.0'112.1906057838347'25.48926468886615
2022-01-03 14:00:00+01:00'60522.0'3386.0'11487.0'47773.0'8191.0'2592.0'87.89486069132661'23.65748233832679
2022-01-03 15:00:00+01:00'59603.0'3386.0'11487.0'47773.0'7981.0'1519.0'142.3272776675432'57.09609693940804
2022-01-03 16:00:00+01:00'59171.0'3386.0'11487.0'47773.0'7681.0'580.0'234.507161362204'25.03919150274452
2022-01-03 17:00:00+01:00'62061.0'3386.0'11487.0'47773.0'7494.0'80.0'156.1778874862969'8.188794124066694
2022-01-03 18:00:00+01:00'65364.0'3386.0'11487.0'47773.0'7290.0'0.0'191.0530778904866'0.0
2022-01-03 19:00:00+01:00'65425.0'3386.0'11487.0'47773.0'7162.0'0.0'306.7378592311589'0.0
2022-01-03 20:00:00+01:00'61584.0'3386.0'11487.0'47773.0'7256.0'0.0'325.542286283564'0.0
2022-01-03 21:00:00+01:00'57651.0'3386.0'11487.0'47773.0'7393.0'0.0'364.9799592236826'0.0
2022-01-03 22:00:00+01:00'57288.0'3386.0'11487.0'47773.0'7440.0'0.0'507.2378132654818'0.0
2022-01-03 23:00:00+01:00'57491.0'3386.0'11487.0'47773.0'7444.0'0.0'638.7898100538014'0.0
2022-01-04 00:00:00+01:00'55572.0'3386.0'11487.0'46163.0'7427.0'0.0'211.8337691484389'0.0
2022-01-04 01:00:00+01:00'53411.0'3386.0'11487.0'46163.0'7431.0'0.0'178.5965347430406'0.0
2022-01-04 02:00:00+01:00'51981.0'3386.0'11487.0'46163.0'7434.0'0.0'184.2510719543848'0.0
2022-01-04 03:00:00+01:00'49879.0'3386.0'11487.0'46163.0'7540.0'0.0'167.7060628880536'0.0
2022-01-04 04:00:00+01:00'49203.0'3386.0'11487.0'46163.0'7630.0'0.0'145.1976340756848'0.0
2022-01-04 05:00:00+01:00'51351.0'3386.0'11487.0'46163.0'7626.0'0.0'214.7287999229254'0.0
2022-01-04 06:00:00+01:00'56704.0'3386.0'11487.0'46163.0'7485.0'0.0'304.6394686877473'0.0
2022-01-04 07:00:00+01:00'62306.0'3386.0'11487.0'46163.0'7268.0'0.0'441.1901202681474'0.0
2022-01-04 08:00:00+01:00'65033.0'3386.0'11487.0'46163.0'6869.0'143.0'447.8018826934414'2.662373995913717
2022-01-04 09:00:00+01:00'65942.0'3386.0'11487.0'46163.0'6257.0'665.0'330.4908065326698'7.219255298077738
2022-01-04 10:00:00+01:00'65788.0'3386.0'11487.0'46163.0'5813.0'1502.0'235.7675339510497'14.38329186825187
2022-01-04 11:00:00+01:00'66127.0'3386.0'11487.0'46163.0'5642.0'2265.0'94.44902141927528'21.63398742175614
2022-01-04 12:00:00+01:00'66580.0'3386.0'11487.0'46163.0'5734.0'2588.0'60.75045388356209'30.95706493324347
2022-01-04 13:00:00+01:00'65183.0'3386.0'11487.0'46163.0'6058.0'2478.0'86.17365428488252'30.54627904342357
2022-01-04 14:00:00+01:00'63295.0'3386.0'11487.0'46163.0'6255.0'1998.0'123.5281450292974'21.36945471394268
2022-01-04 15:00:00+01:00'61798.0'3386.0'11487.0'46163.0'5619.0'1264.0'509.6981228831317'31.09504120115611
2022-01-04 16:00:00+01:00'61859.0'3386.0'11487.0'46163.0'5905.0'473.0'600.5147273923649'12.4746091327894
2022-01-04 17:00:00+01:00'64292.0'3386.0'11487.0'46163.0'6478.0'60.0'480.5437081704275'1.887931596823812
2022-01-04 18:00:00+01:00'67689.0'3386.0'11487.0'46163.0'7458.0'0.0'215.8773072018129'0.0
2022-01-04 19:00:00+01:00'67869.0'3386.0'11487.0'46163.0'8329.0'0.0'398.7778746085481'0.0
2022-01-04 20:00:00+01:00'64161.0'3386.0'11487.0'46163.0'8772.0'0.0'478.7815592862839'0.0
2022-01-04 21:00:00+01:00'60580.0'3386.0'11487.0'46163.0'9197.0'0.0'600.8188627884057'0.0
2022-01-04 22:00:00+01:00'61076.0'3386.0'11487.0'46163.0'9479.0'0.0'805.2184859303925'0.0
2022-01-04 23:00:00+01:00'61749.0'3386.0'11487.0'46163.0'9273.0'0.0'818.6641537521091'0.0
2022-01-05 00:00:00+01:00'59369.0'2806.0'11487.0'46548.0'8704.0'0.0'328.5523617503991'0.0
2022-01-05 01:00:00+01:00'57662.0'2806.0'11487.0'46548.0'8068.0'0.0'328.4155030552892'0.0
2022-01-05 02:00:00+01:00'56785.0'2806.0'11487.0'46548.0'7609.0'0.0'266.5954883559823'0.0
2022-01-05 03:00:00+01:00'55252.0'2806.0'11487.0'47248.0'7308.0'0.0'173.7086175856839'0.0
2022-01-05 04:00:00+01:00'55253.0'2806.0'11487.0'47248.0'7032.0'0.0'108.9270195508677'0.0
2022-01-05 05:00:00+01:00'58037.0'2806.0'11487.0'47248.0'6884.0'0.0'149.0453937958663'0.0
2022-01-05 06:00:00+01:00'63846.0'2806.0'11487.0'47248.0'6653.0'0.0'111.8146115359755'0.0
2022-01-05 07:00:00+01:00'69542.0'2806.0'11487.0'47248.0'6396.0'0.0'39.28122587041231'0.0
2022-01-05 08:00:00+01:00'72493.0'2806.0'11487.0'47248.0'6253.0'218.0'62.30457683122163'4.022810775558279
2022-01-05 09:00:00+01:00'73286.0'2806.0'11487.0'47248.0'6145.0'1067.0'78.32323672936845'7.047921864945805
2022-01-05 10:00:00+01:00'73045.0'2806.0'11487.0'47248.0'5871.0'2391.0'83.59504981122498'6.063121135891776
2022-01-05 11:00:00+01:00'73046.0'2806.0'11487.0'47248.0'5836.0'3638.0'73.39297930841019'12.28049093140573
2022-01-05 12:00:00+01:00'73502.0'2806.0'11487.0'47248.0'6472.0'4264.0'93.51973682849275'17.43559577416292
2022-01-05 13:00:00+01:00'72324.0'2806.0'11487.0'47248.0'6973.0'4207.0'129.1137494386934'26.09084180596269
2022-01-05 14:00:00+01:00'70609.0'2806.0'11487.0'47248.0'6737.0'3498.0'151.6940855413794'35.35076336641432
2022-01-05 15:00:00+01:00'69301.0'2806.0'11487.0'47248.0'5386.0'2266.0'241.772151227646'29.94983901697735
2022-01-05 16:00:00+01:00'68649.0'2806.0'11487.0'47248.0'4626.0'974.0'118.5729715400267'19.35237157855043
2022-01-05 17:00:00+01:00'72438.0'2806.0'11487.0'47248.0'4362.0'151.0'90.39161298195212'12.42689735122077
2022-01-05 18:00:00+01:00'76514.0'2806.0'11487.0'47248.0'4313.0'0.0'103.2797294778037'0.0
2022-01-05 19:00:00+01:00'77006.0'2806.0'11487.0'47248.0'4341.0'0.0'114.392278049311'0.0
2022-01-05 20:00:00+01:00'73364.0'2806.0'11487.0'47248.0'4402.0'0.0'106.6802494853292'0.0
2022-01-05 21:00:00+01:00'69634.0'2806.0'11487.0'47248.0'4301.0'0.0'97.9053993755745'0.0
2022-01-05 22:00:00+01:00'69673.0'2806.0'11487.0'47248.0'4105.0'0.0'97.87325022315208'0.0
2022-01-05 23:00:00+01:00'70105.0'2806.0'11487.0'47248.0'3963.0'0.0'83.21686763405296'0.0
2022-01-06 00:00:00+01:00'68658.0'2806.0'11487.0'48508.0'3837.0'0.0'49.08006663785671'0.0
2022-01-06 01:00:00+01:00'66526.0'2806.0'11487.0'48508.0'3611.0'0.0'40.1691277417051'0.0
2022-01-06 02:00:00+01:00'65479.0'2806.0'11487.0'48508.0'3308.0'0.0'21.19601948079091'0.0
2022-01-06 03:00:00+01:00'63592.0'2806.0'11487.0'48508.0'3002.0'0.0'17.36507275061022'0.0
2022-01-06 04:00:00+01:00'63105.0'2806.0'11487.0'48508.0'2722.0'0.0'29.37185527597705'0.0
2022-01-06 05:00:00+01:00'65725.0'2806.0'11487.0'48508.0'2461.0'0.0'70.68028448145267'0.0
2022-01-06 06:00:00+01:00'71528.0'2806.0'11487.0'48508.0'2248.0'0.0'72.92419288889485'0.0
2022-01-06 07:00:00+01:00'77109.0'3386.0'11487.0'48508.0'2098.0'0.0'43.09531160524227'0.0
2022-01-06 08:00:00+01:00'79871.0'3386.0'11487.0'48508.0'1999.0'220.0'34.32885940772412'2.656844656620287
2022-01-06 09:00:00+01:00'80257.0'3386.0'11487.0'48508.0'1926.0'1089.0'35.42537955110548'12.78274981412282
2022-01-06 10:00:00+01:00'79874.0'3386.0'11487.0'48508.0'1954.0'2449.0'23.09797263547783'24.80808691678144
2022-01-06 11:00:00+01:00'79397.0'3386.0'11487.0'48508.0'2043.0'3643.0'15.47346453045228'40.11083500710655
2022-01-06 12:00:00+01:00'79291.0'3386.0'11487.0'48508.0'2150.0'4258.0'16.06166629534451'70.72250845815897
2022-01-06 13:00:00+01:00'77760.0'3386.0'11487.0'48508.0'2446.0'4240.0'32.48936477571402'81.39301892307284
2022-01-06 14:00:00+01:00'75586.0'3386.0'11487.0'48508.0'2811.0'3584.0'37.93152585376406'67.80954200500214
2022-01-06 15:00:00+01:00'72801.0'3386.0'11487.0'48508.0'2765.0'2391.0'154.178468016776'41.80328080084486
2022-01-06 16:00:00+01:00'72372.0'3386.0'11487.0'48508.0'3060.0'968.0'163.4290365877495'34.73048155736332
2022-01-06 17:00:00+01:00'75594.0'3386.0'11487.0'48508.0'3688.0'144.0'158.8284764160222'15.51658099306306
2022-01-06 18:00:00+01:00'79148.0'3386.0'11487.0'48508.0'4614.0'0.0'162.0334180699421'0.0
2022-01-06 19:00:00+01:00'79221.0'3386.0'11487.0'48508.0'5393.0'0.0'231.4950769129238'0.0
2022-01-06 20:00:00+01:00'75018.0'3386.0'11487.0'48508.0'5908.0'0.0'279.2281012714915'0.0
2022-01-06 21:00:00+01:00'71019.0'3386.0'11487.0'48508.0'6361.0'0.0'282.587515591637'0.0
2022-01-06 22:00:00+01:00'70917.0'3386.0'11487.0'48508.0'6840.0'0.0'254.7244013339146'0.0
2022-01-06 23:00:00+01:00'71287.0'3386.0'11487.0'48508.0'7352.0'0.0'201.32823038314'0.0
2022-01-07 00:00:00+01:00'69292.0'3386.0'11487.0'47728.0'7726.0'0.0'71.25616588387692'0.0
2022-01-07 01:00:00+01:00'67425.0'3386.0'11487.0'47728.0'7861.0'0.0'78.07981503781869'0.0
2022-01-07 02:00:00+01:00'66287.0'3386.0'11487.0'47728.0'7886.0'0.0'77.64408911928493'0.0
2022-01-07 03:00:00+01:00'64076.0'3386.0'11487.0'47728.0'7950.0'0.0'79.38548705875382'0.0
2022-01-07 04:00:00+01:00'63364.0'3386.0'11487.0'47728.0'8002.0'0.0'65.80256168404819'0.0
2022-01-07 05:00:00+01:00'65596.0'3386.0'11487.0'47728.0'7906.0'0.0'61.14380884011993'0.0
2022-01-07 06:00:00+01:00'70900.0'3386.0'11487.0'47728.0'7845.0'0.0'81.4024136078069'0.0
2022-01-07 07:00:00+01:00'76273.0'3386.0'11487.0'47728.0'7932.0'0.0'113.6352380217572'0.0
2022-01-07 08:00:00+01:00'78710.0'3386.0'11487.0'47728.0'8069.0'155.0'112.5681347776548'3.374742788552755
2022-01-07 09:00:00+01:00'79068.0'3386.0'11487.0'47728.0'8132.0'765.0'83.05760265910173'6.185847224297836
2022-01-07 10:00:00+01:00'79169.0'3386.0'11487.0'47728.0'8059.0'1712.0'83.84799895110469'13.2664991614216
2022-01-07 11:00:00+01:00'78583.0'3386.0'11487.0'47728.0'8171.0'2559.0'100.9302645426705'12.04403684523638
2022-01-07 12:00:00+01:00'78749.0'3386.0'11487.0'47728.0'8877.0'3033.0'97.44327996561589'11.75679472569892
2022-01-07 13:00:00+01:00'76817.0'3386.0'11487.0'47728.0'9756.0'3155.0'126.5478286703346'26.7533517538522
2022-01-07 14:00:00+01:00'74349.0'3386.0'11487.0'47728.0'10017.0'2777.0'207.3893200368791'44.6413814882166
2022-01-07 15:00:00+01:00'72292.0'3386.0'11487.0'47728.0'9546.0'1698.0'404.2397096490437'61.87536756344267
2022-01-07 16:00:00+01:00'71678.0'3386.0'11487.0'47728.0'9232.0'678.0'672.3827206404642'59.66922048272356
2022-01-07 17:00:00+01:00'74261.0'3386.0'11487.0'47728.0'9025.0'102.0'1003.042827742522'19.72107083605337
2022-01-07 18:00:00+01:00'77699.0'3386.0'11487.0'47728.0'8858.0'0.0'1350.137788088832'0.0
2022-01-07 19:00:00+01:00'77948.0'3386.0'11487.0'47728.0'8613.0'0.0'1618.926936398559'0.0
2022-01-07 20:00:00+01:00'74096.0'3386.0'11487.0'47728.0'8250.0'0.0'1667.688142928256'0.0
2022-01-07 21:00:00+01:00'70405.0'3386.0'11487.0'47728.0'7779.0'0.0'1564.336344907962'0.0
2022-01-07 22:00:00+01:00'70430.0'3386.0'11487.0'47728.0'7536.0'0.0'1320.391618193946'0.0
2022-01-07 23:00:00+01:00'70991.0'3386.0'11487.0'47728.0'7382.0'0.0'1047.554993063403'0.0
2022-01-08 00:00:00+01:00'68227.0'3386.0'11102.0'48632.0'7058.0'0.0'139.0133298729041'0.0
2022-01-08 01:00:00+01:00'65825.0'3386.0'11102.0'48632.0'6480.0'0.0'146.5293474809829'0.0
2022-01-08 02:00:00+01:00'64344.0'3386.0'11102.0'48632.0'5852.0'0.0'125.5947029606133'0.0
2022-01-08 03:00:00+01:00'61665.0'3386.0'11102.0'48757.0'5360.0'0.0'100.3905445642588'0.0
2022-01-08 04:00:00+01:00'60490.0'3386.0'11102.0'48757.0'5089.0'0.0'54.56135240690579'0.0
2022-01-08 05:00:00+01:00'61232.0'3386.0'11102.0'48757.0'5023.0'0.0'28.04041201342024'0.0
2022-01-08 06:00:00+01:00'63206.0'3386.0'11102.0'48757.0'5200.0'0.0'116.8789665014946'0.0
2022-01-08 07:00:00+01:00'65597.0'3386.0'11102.0'48757.0'5798.0'0.0'253.2827413362853'0.0
2022-01-08 08:00:00+01:00'67699.0'3386.0'11102.0'48757.0'6576.0'130.0'275.3283541780232'1.127493605332348
2022-01-08 09:00:00+01:00'69173.0'3386.0'11102.0'48757.0'7491.0'613.0'232.0584499280446'9.972019678610136
2022-01-08 10:00:00+01:00'70310.0'3386.0'11102.0'48757.0'8695.0'1373.0'222.8318997710061'28.29374396774698
2022-01-08 11:00:00+01:00'70948.0'3386.0'11102.0'49073.0'10084.0'2046.0'173.8305462901423'33.20091344518671
2022-01-08 12:00:00+01:00'71810.0'3386.0'11102.0'49073.0'11372.0'2302.0'117.5304160326609'10.01306336285241
2022-01-08 13:00:00+01:00'69773.0'3386.0'11102.0'49073.0'12285.0'2218.0'76.23589551324116'12.14616860432574
2022-01-08 14:00:00+01:00'67226.0'3386.0'11102.0'49073.0'12807.0'1755.0'40.34139443022705'7.125394152611194
2022-01-08 15:00:00+01:00'64104.0'3386.0'11102.0'49073.0'13320.0'1089.0'125.820620612952'24.71570094122096
2022-01-08 16:00:00+01:00'63524.0'3386.0'11102.0'49073.0'13545.0'397.0'120.5937263102721'20.06837518434624
2022-01-08 17:00:00+01:00'65703.0'3386.0'11102.0'49073.0'13760.0'69.0'121.5621599436218'8.042101517973814
2022-01-08 18:00:00+01:00'68663.0'3386.0'11102.0'49073.0'13778.0'0.0'123.4606807147096'0.0
2022-01-08 19:00:00+01:00'68750.0'3386.0'11102.0'49073.0'13696.0'0.0'144.4751063304906'0.0
2022-01-08 20:00:00+01:00'66074.0'3386.0'11102.0'49073.0'13582.0'0.0'182.7623554549149'0.0
2022-01-08 21:00:00+01:00'63812.0'3386.0'11102.0'49073.0'13539.0'0.0'187.0613578142239'0.0
2022-01-08 22:00:00+01:00'64580.0'3386.0'11102.0'49073.0'13592.0'0.0'130.9605871887633'0.0
2022-01-08 23:00:00+01:00'65962.0'3386.0'11102.0'49073.0'13597.0'0.0'65.49755841808329'0.0
2022-01-09 00:00:00+01:00'63899.0'3386.0'11102.0'47743.0'13478.0'0.0'20.91790676739504'0.0
2022-01-09 01:00:00+01:00'61356.0'3386.0'11102.0'47743.0'13206.0'0.0'27.22773720312784'0.0
2022-01-09 02:00:00+01:00'59844.0'3386.0'11102.0'47743.0'12839.0'0.0'53.22565723629259'0.0
2022-01-09 03:00:00+01:00'57125.0'3386.0'11102.0'47743.0'12319.0'0.0'63.34922401266265'0.0
2022-01-09 04:00:00+01:00'55748.0'3386.0'11102.0'47743.0'11624.0'0.0'89.20317192988662'0.0
2022-01-09 05:00:00+01:00'56073.0'3386.0'11102.0'47743.0'10793.0'0.0'146.2955308713879'0.0
2022-01-09 06:00:00+01:00'57049.0'3386.0'11102.0'47743.0'10018.0'0.0'133.5370624913681'0.0
2022-01-09 07:00:00+01:00'58544.0'3386.0'11102.0'47743.0'9365.0'0.0'87.12002463733826'0.0
2022-01-09 08:00:00+01:00'60474.0'3386.0'11102.0'47743.0'8597.0'142.0'87.4281030482444'6.184790537029385
2022-01-09 09:00:00+01:00'63127.0'3386.0'11102.0'47743.0'7820.0'657.0'76.36866636660841'17.99173739189975
2022-01-09 10:00:00+01:00'65038.0'3386.0'11102.0'47743.0'7114.0'1395.0'86.32173061559078'18.22167423056144
2022-01-09 11:00:00+01:00'66327.0'3386.0'11102.0'47743.0'6715.0'1980.0'92.74774278034816'29.73125817079233
2022-01-09 12:00:00+01:00'67577.0'3386.0'11102.0'47743.0'6605.0'2187.0'184.6715862585301'52.59529167028514
2022-01-09 13:00:00+01:00'65323.0'3386.0'11102.0'47743.0'6360.0'2069.0'221.5287054091672'54.72820543913544
2022-01-09 14:00:00+01:00'62682.0'3386.0'11102.0'47743.0'5708.0'1634.0'234.7055449077789'47.81230322698631
2022-01-09 15:00:00+01:00'60758.0'3386.0'11102.0'47743.0'4258.0'988.0'379.208485396655'37.52318859771497
2022-01-09 16:00:00+01:00'60670.0'3386.0'11102.0'47743.0'3616.0'387.0'433.8568193339131'26.52801753402831
2022-01-09 17:00:00+01:00'63584.0'3386.0'11102.0'47743.0'3359.0'54.0'436.7413631131911'12.4214356453698
2022-01-09 18:00:00+01:00'67642.0'3386.0'11102.0'47743.0'3147.0'0.0'446.3467466600022'0.0
2022-01-09 19:00:00+01:00'68941.0'3386.0'11487.0'47743.0'2966.0'0.0'449.0079541134468'0.0
2022-01-09 20:00:00+01:00'66966.0'3386.0'11487.0'47743.0'2788.0'0.0'442.6342250017019'0.0
2022-01-09 21:00:00+01:00'64745.0'3386.0'11487.0'47743.0'2532.0'0.0'437.4101994006117'0.0
2022-01-09 22:00:00+01:00'65214.0'3386.0'11487.0'47743.0'2249.0'0.0'435.9837799152697'0.0
2022-01-09 23:00:00+01:00'65898.0'3386.0'11487.0'47743.0'1965.0'0.0'444.1441171797696'0.0
2022-01-10 00:00:00+01:00'65158.0'3386.0'11487.0'47693.0'1753.0'0.0'19.81383948895612'0.0
2022-01-10 01:00:00+01:00'62567.0'3386.0'11487.0'47693.0'1638.0'0.0'22.98116591750968'0.0
2022-01-10 02:00:00+01:00'61668.0'3386.0'11487.0'47693.0'1578.0'0.0'26.52240389739833'0.0
2022-01-10 03:00:00+01:00'59808.0'3386.0'11487.0'47693.0'1569.0'0.0'33.99697218352033'0.0
2022-01-10 04:00:00+01:00'59285.0'3386.0'11487.0'47693.0'1590.0'0.0'42.06655169183509'0.0
2022-01-10 05:00:00+01:00'62293.0'3386.0'11487.0'48973.0'1617.0'0.0'49.45929864264351'0.0
2022-01-10 06:00:00+01:00'68068.0'3386.0'11487.0'48973.0'1664.0'0.0'44.53448395836549'0.0
2022-01-10 07:00:00+01:00'73731.0'3386.0'11487.0'48973.0'1719.0'0.0'32.88581949994575'0.0
2022-01-10 08:00:00+01:00'76377.0'3386.0'11487.0'48973.0'1767.0'113.0'20.65440812909914'2.632129285419579
2022-01-10 09:00:00+01:00'77099.0'3386.0'11487.0'48973.0'1784.0'537.0'32.21521785488823'9.097870180985522
2022-01-10 10:00:00+01:00'77522.0'3386.0'11487.0'48973.0'1762.0'1213.0'41.41831870299668'14.81707635243834
2022-01-10 11:00:00+01:00'78081.0'3386.0'11487.0'48973.0'1694.0'1834.0'18.9364261489363'24.28083243073456
2022-01-10 12:00:00+01:00'78387.0'3386.0'11487.0'48973.0'1651.0'2159.0'16.5679429026702'33.64909267585842
2022-01-10 13:00:00+01:00'76977.0'3386.0'11487.0'48973.0'1648.0'2233.0'14.41631247439778'34.52289190319184
2022-01-10 14:00:00+01:00'74722.0'3386.0'11487.0'48973.0'1659.0'2016.0'20.19868629650394'34.05498245580755
2022-01-10 15:00:00+01:00'73036.0'3386.0'11487.0'48973.0'1563.0'1502.0'61.25129088370793'90.98251619936822
